"","playerID","yearID","stint","teamID","lgID","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP"
"380","houghch01",1980,1,"LAN","NL",19,2,0,1,0,0,0,1,0,0,0,1,"0","0","0","0","0"
"381","houghch01",1980,2,"TEX","AL",16,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"382","housepa02",1980,1,"CIN","NL",20,45,3,11,1,1,0,7,1,0,1,13,"0","0","0","0","0"
"383","howear01",1980,1,"HOU","NL",110,321,34,91,12,5,10,46,1,0,34,29,"6","1","4","4","9"
"384","howelja01",1980,1,"CIN","NL",5,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"385","howelro02",1980,1,"TOR","AL",142,528,51,142,28,9,10,57,0,0,50,92,"8","5","4","5","10"
"386","howest01",1980,1,"LAN","NL",59,11,1,1,0,0,0,0,0,0,0,3,"0","0","0","0","0"
"387","hoytla01",1980,1,"CHA","AL",25,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"388","hraboal01",1980,1,"ATL","NL",45,1,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"389","hubbagl01",1980,1,"ATL","NL",117,431,55,107,21,3,9,43,7,5,49,69,"2","0","2","5","7"
"390","humeto01",1980,1,"CIN","NL",78,16,2,3,2,0,0,4,0,0,0,5,"0","0","1","0","0"
"391","hurdlcl01",1980,1,"KCA","AL",130,395,50,116,31,2,10,60,0,0,34,61,"5","2","2","5","11"
"392","hurstbr01",1980,1,"BOS","AL",12,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"393","huttoto01",1980,1,"MON","NL",62,55,2,12,2,0,0,5,0,0,4,10,"0","0","2","1","1"
"394","iorgda01",1980,1,"SLN","NL",105,251,33,76,23,1,3,36,1,1,20,34,"2","0","0","4","5"
"395","iorgga01",1980,1,"TOR","AL",80,222,24,55,10,1,2,14,2,1,12,39,"0","0","3","0","5"
"396","isaleor01",1980,1,"PHI","NL",3,5,1,2,0,1,0,3,0,0,1,0,"0","0","0","0","0"
"397","iviemi01",1980,1,"SFN","NL",79,286,21,69,16,1,4,25,1,2,19,40,"2","0","0","1","7"
"398","jacksda01",1980,1,"MIN","AL",33,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"399","jacksgr01",1980,1,"PIT","NL",61,10,0,0,0,0,0,0,0,0,0,7,"0","0","0","0","0"
"400","jacksre01",1980,1,"NYA","AL",143,514,94,154,22,4,41,111,1,2,83,122,"15","2","0","2","7"
"401","jacksro02",1980,1,"MIN","AL",131,396,48,105,29,3,5,42,1,8,28,41,"5","3","4","3","15"
"402","jacksro03",1980,1,"NYN","NL",26,16,2,3,0,1,0,0,0,1,0,4,"0","0","0","0","0"
"403","jeffeje01",1980,1,"TOR","AL",29,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"404","jeffeje01",1980,2,"PIT","NL",1,1,0,0,0,0,0,0,0,0,0,1,"0","0","1","0","0"
"405","jenkife01",1980,1,"TEX","AL",29,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"406","johnscl01",1980,1,"CLE","AL",54,174,25,40,3,1,6,28,0,1,25,30,"5","0","0","4","8"
"407","johnscl01",1980,2,"CHN","NL",68,196,28,46,8,0,10,34,0,0,29,35,"5","1","0","1","4"
"408","johnsgr01",1980,1,"MIN","AL",14,27,3,5,3,0,0,1,0,0,2,4,"0","0","1","1","3"
"409","johnsja01",1980,1,"LAN","NL",109,251,31,77,15,2,2,20,3,2,24,29,"1","2","2","0","3"
"410","johnsjo04",1980,1,"TEX","AL",33,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"411","johnsla02",1980,1,"CHA","AL",147,541,51,150,26,3,13,81,2,3,47,53,"5","0","1","7","15"
"412","johnsra03",1980,1,"CHA","AL",12,20,0,4,0,0,0,3,0,0,2,4,"0","1","0","2","0"
"413","johnto01",1980,1,"NYA","AL",36,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"414","jonesje01",1980,1,"OAK","AL",35,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"415","jonesly01",1980,1,"DET","AL",30,55,9,14,2,2,0,6,1,0,10,5,"0","0","0","1","3"
"416","jonesmi02",1980,1,"KCA","AL",3,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"417","jonesra01",1980,1,"SDN","NL",25,45,1,3,0,0,0,0,0,0,2,15,"0","0","7","0","1"
"418","jonesru01",1980,1,"NYA","AL",83,328,38,73,11,3,9,42,18,8,34,50,"3","3","5","3","5"
"419","jorgemi01",1980,1,"NYN","NL",119,321,43,82,11,0,7,43,0,3,46,55,"6","0","1","0","10"
"420","joshuvo01",1980,1,"SDN","NL",53,63,8,15,2,1,2,7,0,1,5,15,"1","0","0","0","2"
"421","kaatji01",1980,1,"NYA","AL",4,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"422","kaatji01",1980,2,"SLN","NL",49,35,4,5,1,0,1,2,1,0,2,13,"0","0","4","0","0"
"423","kainedo01",1980,1,"TEX","AL",4,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"424","keetori01",1980,1,"ML4","AL",5,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"425","kellemi02",1980,1,"CHN","NL",105,96,12,14,1,1,0,4,1,3,9,17,"1","0","1","1","5"
"426","kellypa01",1980,1,"BAL","AL",89,200,38,52,10,1,3,26,16,2,34,54,"0","0","0","3","4"
"427","kellypa02",1980,1,"TOR","AL",3,7,0,2,0,0,0,0,0,0,0,4,"0","0","0","0","0"
"428","kempst01",1980,1,"DET","AL",135,508,88,149,23,3,21,101,5,1,69,64,"3","4","1","9","24"
"429","kendafr01",1980,1,"SDN","NL",19,24,2,7,0,0,0,2,0,0,0,3,"0","0","0","0","0"
"430","kenneju01",1980,1,"CIN","NL",104,337,31,88,16,3,1,34,3,1,36,34,"6","0","4","8","5"
"431","kennete02",1980,1,"SLN","NL",84,248,28,63,12,3,4,34,0,0,28,34,"3","0","1","4","9"
"432","keougma02",1980,1,"OAK","AL",34,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"433","kernji01",1980,1,"TEX","AL",38,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"434","kerrijo01",1980,1,"BAL","AL",1,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"435","kimmbr01",1980,1,"CHA","AL",100,251,20,61,10,1,0,19,1,3,17,26,"0","0","4","1","10"
"436","kingmbr01",1980,1,"OAK","AL",32,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"437","kingmda01",1980,1,"CHN","NL",81,255,31,71,8,0,18,57,2,2,21,44,"3","0","0","4","10"
"438","kinnede01",1980,1,"SDN","NL",50,12,0,1,0,0,0,0,0,0,1,7,"0","0","1","0","0"
"439","kinnumi01",1980,1,"MIN","AL",21,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"440","kisonbr01",1980,1,"CAL","AL",13,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"441","kluttmi01",1980,1,"OAK","AL",75,197,20,53,14,0,4,21,1,4,13,41,"1","0","1","1","5"
"442","knappch01",1980,1,"CAL","AL",32,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"443","kneppbo01",1980,1,"SFN","NL",35,66,3,10,3,0,0,7,1,0,2,21,"0","0","9","2","0"
"444","kniceal01",1980,1,"HOU","NL",1,1,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0"
"445","knighra01",1980,1,"CIN","NL",162,618,71,163,39,7,14,78,1,2,36,62,"9","4","5","4","24"
"446","knowlda01",1980,1,"SLN","NL",2,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"447","kobelke01",1980,1,"NYN","NL",14,2,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"448","koosmje01",1980,1,"MIN","AL",38,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"449","kraveke01",1980,1,"CHA","AL",20,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"450","krencwa01",1980,1,"BAL","AL",9,14,1,2,0,0,0,0,0,0,1,3,"0","0","0","0","0"
"451","krukomi01",1980,1,"CHN","NL",34,65,5,16,0,0,1,6,0,0,2,12,"0","0","7","0","1"
"452","kubskgi01",1980,1,"CAL","AL",22,63,11,16,3,0,0,6,1,1,6,10,"0","0","0","0","2"
"453","kucekja01",1980,1,"TOR","AL",23,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"454","kuipedu01",1980,1,"CLE","AL",42,149,10,42,5,0,0,9,0,1,13,8,"3","0","3","1","1"
"455","kuntzru01",1980,1,"CHA","AL",36,62,5,14,4,0,0,3,1,0,5,13,"0","0","0","0","2"
"456","laceybo01",1980,1,"OAK","AL",47,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"457","lacocpe01",1980,1,"KCA","AL",114,156,14,32,6,0,1,18,1,0,17,10,"1","1","0","2","7"
"458","lacorfr01",1980,1,"HOU","NL",55,6,0,1,0,0,0,1,0,0,1,2,"0","0","2","0","0"
"459","lacosmi01",1980,1,"CIN","NL",34,55,2,5,1,0,0,1,0,0,1,23,"0","1","6","0","0"
"460","lacyle01",1980,1,"PIT","NL",109,278,45,93,20,4,7,33,18,9,28,33,"3","2","2","4","3"
"461","lagrole01",1980,1,"PHI","NL",25,4,0,1,0,0,0,0,0,0,0,1,"0","0","0","0","0"
"462","lampde01",1980,1,"CHN","NL",41,61,3,6,0,0,0,1,0,0,4,9,"0","0","7","0","4"
"463","landera01",1980,1,"HOU","NL",149,393,42,97,13,8,1,27,23,12,31,37,"2","3","6","1","3"
"464","landrke01",1980,1,"MIN","AL",129,484,56,136,23,11,7,62,8,6,39,42,"4","2","6","5","13"
"465","landrti01",1980,1,"SLN","NL",35,77,6,19,2,2,0,7,3,2,6,17,"0","1","0","1","3"
"466","langfri01",1980,1,"OAK","AL",35,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"467","lansfca01",1980,1,"CAL","AL",151,602,87,157,27,3,15,80,14,5,50,93,"2","0","7","11","12"
"468","lapoida01",1980,1,"ML4","AL",5,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"469","larocda01",1980,1,"CAL","AL",53,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"470","larsoda01",1980,1,"PHI","NL",12,13,0,2,1,0,0,0,0,0,1,1,"0","0","0","0","0"
"471","lavelga01",1980,1,"SFN","NL",62,11,0,0,0,0,0,0,0,0,0,7,"0","0","3","0","0"
"472","lawru01",1980,1,"LAN","NL",128,388,55,101,5,4,1,23,40,13,23,27,"1","3","3","1","2"
"473","lawva01",1980,1,"PIT","NL",25,74,11,17,2,2,0,3,2,0,3,7,"0","0","1","0","2"
"474","leach01",1980,1,"MON","NL",21,37,1,3,0,1,0,1,0,0,1,11,"0","0","0","1","1"
"475","leallu01",1980,1,"TOR","AL",13,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"476","leebi03",1980,1,"MON","NL",25,41,2,9,1,0,0,0,0,0,0,12,"0","0","0","0","0"
"477","leema01",1980,1,"PIT","NL",4,0,0,0,0,0,0,0,0,0,1,0,"0","0","0","0","0"
"478","lefebjo01",1980,1,"NYA","AL",74,150,26,34,1,1,8,21,0,0,27,30,"3","0","1","0","5"
"479","lefloro01",1980,1,"MON","NL",139,521,95,134,21,11,4,39,97,19,62,99,"1","1","2","1","4"
"480","leibrch01",1980,1,"CIN","NL",36,56,2,11,0,1,0,4,0,0,3,14,"0","0","4","1","0"
"481","lemanda01",1980,1,"TOR","AL",10,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"482","lemanda01",1980,2,"CAL","AL",21,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"483","lemasjo01",1980,1,"SFN","NL",135,405,33,87,16,6,3,31,0,1,25,57,"5","0","7","5","7"
"484","lemonch01",1980,1,"CHA","AL",147,514,76,150,32,6,11,51,6,6,71,56,"6","12","4","3","12"
"485","lentiji01",1980,1,"SLN","NL",9,10,1,1,0,0,0,1,0,0,0,2,"0","0","0","0","0"
"486","lentiji01",1980,2,"DET","AL",67,161,19,42,8,1,1,17,2,1,28,30,"1","2","4","0","3"
"487","leonade01",1980,1,"KCA","AL",38,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"488","leonaje01",1980,1,"HOU","NL",88,216,29,46,7,5,3,20,4,1,19,46,"2","0","1","2","8"
"489","lerchra01",1980,1,"PHI","NL",34,45,5,12,2,0,0,3,0,0,5,6,"0","0","4","0","2"
"490","lewalde01",1980,1,"TEX","AL",4,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"491","lezcaca01",1980,1,"CHN","NL",42,88,15,18,4,1,3,12,1,2,11,29,"0","1","2","2","3"
"492","lezcasi01",1980,1,"ML4","AL",112,411,51,94,19,3,18,55,1,1,39,75,"3","3","3","4","6"
"493","littema01",1980,1,"SLN","NL",14,1,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"494","littlde01",1980,1,"SFN","NL",13,29,2,7,1,0,0,2,0,0,7,7,"1","0","0","2","1"
"495","littlje01",1980,1,"SLN","NL",7,6,1,1,0,0,0,0,0,0,0,2,"0","0","0","0","2"
"496","littljo01",1980,1,"SLN","NL",52,11,1,0,0,0,0,0,0,0,0,3,"0","0","1","0","0"
"497","lockwsk01",1980,1,"BOS","AL",24,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"498","lollati01",1980,1,"NYA","AL",14,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"499","lopesda01",1980,1,"LAN","NL",141,553,79,139,15,3,10,49,23,7,58,71,"2","1","9","4","8"
"500","lopezau01",1980,1,"DET","AL",67,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"501","loucksc01",1980,1,"HOU","NL",8,3,4,1,0,0,0,0,0,0,0,2,"0","0","0","0","0"
"502","lovigja01",1980,1,"PHI","NL",16,5,7,0,0,0,0,0,1,2,1,0,"0","0","0","0","0"
"503","lowenjo01",1980,1,"BAL","AL",104,196,38,61,8,0,4,27,7,3,32,29,"1","0","0","3","2"
"504","lucasga01",1980,1,"SDN","NL",46,35,1,6,0,0,0,2,0,0,1,11,"0","0","7","0","0"
"505","lummi01",1980,1,"ATL","NL",93,83,7,17,3,0,0,5,0,0,18,19,"3","0","1","1","3"
"506","luzingr01",1980,1,"PHI","NL",106,368,44,84,19,1,19,56,3,0,60,100,"5","6","0","4","6"
"507","lylesp01",1980,1,"TEX","AL",49,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"508","lylesp01",1980,2,"PHI","NL",10,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"509","lynched01",1980,1,"NYN","NL",5,6,0,2,0,0,0,0,0,0,0,2,"0","0","0","0","0"
"510","lynnfr01",1980,1,"BOS","AL",110,415,67,125,32,3,12,61,12,0,58,39,"3","0","0","5","10"
"511","lysanri01",1980,1,"OAK","AL",5,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"512","machake01",1980,1,"MON","NL",49,107,10,31,5,1,1,8,0,2,11,17,"1","1","1","0","5"
"513","machami01",1980,1,"TOR","AL",5,8,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0"
"514","mackape01",1980,1,"MIN","AL",108,319,31,85,18,0,4,35,6,2,14,34,"2","0","7","2","7"
"515","mackost01",1980,1,"CHN","NL",6,20,2,6,2,0,0,2,0,0,0,3,"0","0","0","0","0"
"516","macwhke01",1980,1,"BOS","AL",14,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"517","maddoel01",1980,1,"NYN","NL",130,411,35,101,16,1,4,34,1,9,52,44,"5","6","5","4","9"
"518","maddoga01",1980,1,"PHI","NL",143,549,59,142,31,3,11,73,25,5,18,52,"5","0","7","9","11"
"519","madlobi01",1980,1,"PIT","NL",137,494,62,137,22,4,10,53,16,10,45,33,"12","4","0","3","15"
"520","mahlemi01",1980,1,"PIT","NL",2,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"521","mahleri01",1980,1,"ATL","NL",2,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"522","mankoph01",1980,1,"NYN","NL",8,12,1,2,1,0,0,1,0,0,2,4,"0","0","0","0","0"
"523","manniri01",1980,1,"CLE","AL",140,471,55,110,17,4,3,52,12,6,63,66,"11","2","10","9","12"
"524","manueje01",1980,1,"MON","NL",7,6,0,0,0,0,0,0,0,0,0,2,"0","0","0","0","0"
"525","marshmi01",1980,1,"MIN","AL",18,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"526","martial02",1980,1,"CAL","AL",30,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"527","martibu01",1980,1,"ML4","AL",76,219,16,49,9,0,3,17,1,0,12,33,"0","1","5","1","3"
"528","martide01",1980,1,"BAL","AL",26,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"529","martije01",1980,1,"CHN","NL",141,494,57,112,22,2,23,73,8,3,38,107,"6","2","0","6","11"
"530","martijo05",1980,1,"SLN","NL",9,11,0,3,0,0,0,1,0,0,1,3,"0","0","0","1","0"
"531","martire01",1980,1,"KCA","AL",32,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"532","martisi01",1980,1,"SLN","NL",25,35,3,3,0,0,0,1,0,0,2,19,"0","0","3","0","0"
"533","martiti01",1980,1,"BAL","AL",54,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"534","martzra01",1980,1,"CHN","NL",6,9,0,1,0,0,0,0,0,0,0,5,"0","0","0","0","0"
"535","matlajo01",1980,1,"TEX","AL",35,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"536","matthga01",1980,1,"ATL","NL",155,571,79,159,17,3,19,75,11,3,42,93,"2","0","1","5","16"
"537","matulri01",1980,1,"ATL","NL",33,57,0,6,0,0,0,0,0,0,2,25,"0","0","5","0","0"
"538","maybejo01",1980,1,"TOR","AL",149,501,62,124,19,2,30,82,0,0,77,80,"9","3","3","4","9"
"539","mayle01",1980,1,"BAL","AL",78,222,20,54,10,2,7,31,2,0,15,53,"1","0","0","2","11"
"540","maymi01",1980,1,"SFN","NL",111,358,27,93,16,2,6,50,0,1,25,40,"4","1","3","6","13"
"541","mayru01",1980,1,"NYA","AL",41,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"542","mazzile01",1980,1,"NYN","NL",152,578,82,162,31,4,16,76,41,15,82,92,"11","3","0","5","8"
"543","mcbriba01",1980,1,"PHI","NL",137,554,68,171,33,10,9,87,13,10,26,58,"4","5","2","6","17"
"544","mccarti01",1980,1,"PHI","NL",6,5,2,1,1,0,0,2,0,0,1,0,"0","0","1","0","1"
"545","mccatst01",1980,1,"OAK","AL",33,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"546","mcclubo01",1980,1,"ML4","AL",52,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"547","mccordo01",1980,1,"PHI","NL",2,1,0,1,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"548","mccovwi01",1980,1,"SFN","NL",48,113,8,23,8,0,1,16,0,0,13,23,"2","1","0","3","3"
"549","mcgloly01",1980,1,"CHN","NL",41,51,6,10,4,0,0,1,0,0,4,8,"0","0","8","0","1"
"550","mcgratu01",1980,1,"PHI","NL",57,8,0,2,0,0,0,1,0,0,0,2,"0","0","3","0","0"
"551","mcgresc01",1980,1,"BAL","AL",37,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"552","mckayda01",1980,1,"OAK","AL",123,295,29,72,16,1,1,29,1,1,10,57,"0","6","11","0","4"
"553","mclauby01",1980,1,"SEA","AL",45,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"554","mclaujo01",1980,1,"TOR","AL",55,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"555","mcraeha01",1980,1,"KCA","AL",124,489,73,145,39,5,14,83,10,2,29,56,"4","8","0","6","13"
"556","mcwilla01",1980,1,"ATL","NL",30,51,3,8,0,0,0,1,0,0,5,24,"0","0","4","0","0"
"557","medicdo01",1980,1,"TEX","AL",35,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"558","mejiasa01",1980,1,"CIN","NL",71,108,16,30,5,1,1,10,4,2,6,13,"0","1","2","0","1"
"559","mendoma01",1980,1,"SEA","AL",114,277,27,68,6,3,2,14,3,4,16,42,"0","0","11","1","5"
"560","metzgro01",1980,1,"SFN","NL",28,27,5,2,0,0,0,0,0,0,3,2,"0","0","1","0","2"
"561","meyerda01",1980,1,"SEA","AL",146,531,56,146,25,6,11,71,8,4,31,42,"4","1","4","3","11"
"562","milbola01",1980,1,"SEA","AL",106,258,31,68,6,6,0,26,7,6,19,13,"4","1","15","3","8"
"563","milledy01",1980,1,"NYN","NL",31,1,0,0,0,0,0,0,0,0,0,0,"0","0","1","0","0"
"564","milleed04",1980,1,"ATL","NL",11,19,3,3,0,0,0,0,1,2,0,5,"0","0","0","0","0"
"565","milleri01",1980,1,"CAL","AL",129,412,52,113,14,3,2,38,7,3,48,71,"4","1","6","3","3"
"566","millsbr01",1980,1,"MON","NL",21,60,1,18,1,0,0,8,0,1,5,6,"1","0","0","1","0"
"567","milneed01",1980,1,"CIN","NL",6,3,1,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"568","milnejo01",1980,1,"PIT","NL",114,238,31,58,6,0,8,34,2,2,52,29,"2","0","1","1","5"
"569","minetcr01",1980,1,"OAK","AL",7,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"570","minosmi01",1980,1,"CHA","AL",2,2,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"571","mintogr01",1980,1,"SFN","NL",68,8,0,1,0,0,0,1,0,0,0,3,"0","1","2","0","0"
